,Log Loss,Accuracy,AUC,Returns,SD,SR
Period 1,0.6951675714187528,0.492,0.5637452751617656,0.0519278438670312,0.08175703979663651,0.6650181384447683
Period 2,0.7063755577460656,0.468,0.43016777663934425,0.02541044037532103,0.07782129646426918,0.36382131212573454
Period 3,0.6988577225920307,0.484,0.4931800717213115,-0.02751993889883686,0.06416870756432295,-0.4062463237092088
Period 4,0.6999741850027921,0.452,0.47130434782608693,-0.11198701012038337,0.055606815620785253,-2.124610108419945
Period 5,0.7057103212596498,0.448,0.47487242426199855,-0.06992737312650488,0.06742723968580092,-1.0498316490422401
Period 6,0.7019036118333802,0.436,0.4381720430107527,-0.14487535339881885,0.06183852413760163,-2.5194224265125627
Mean,0.7013314949754452,0.4633333333333333,0.47857365643687655,-0.04616189855036529,0.06810327054490273,-0.8452118428522423
