,Log Loss,Accuracy,AUC,Returns,SD,SR
Period 1,0.688895662152859,0.516,0.5985630893578805,-0.2140480448970371,0.08631585717995044,-2.7682010490481352
Period 2,0.6934055604561359,0.452,0.5045865674514081,-0.27724546251063886,0.08531640284042834,-3.7908011418246286
Period 3,0.6767885472362379,0.576,0.5953344900713321,-0.31802099082915003,0.06834612018724695,-5.606482836802368
Period 4,0.6797047855664144,0.54,0.6296082949308756,-0.18944328069185845,0.05271140223834727,-3.9884153057693474
Period 5,0.690874735074458,0.528,0.53792,-0.3603585651099246,0.059798771439551625,-7.495591738069673
Period 6,0.6925224052465673,0.496,0.5162406304055353,-0.23644994282444476,0.05545976039205023,-4.872865956123932
Mean,0.6870319492887788,0.518,0.5637088453695053,-0.2659277144771756,0.06799138571292915,-4.753726337939681
