,Log Loss,Accuracy,AUC,Returns,SD,SR
Period 1,0.6738570247719236,0.556,0.5956333570182805,-0.2500869791830619,0.11429862703542969,-2.4792884924736813
Period 2,0.6937053525443332,0.536,0.5469280543276315,-0.3118184963716686,0.1045226598975771,-3.5491036774904368
Period 3,0.7115063448188187,0.536,0.5454545454545455,-0.3113707599771489,0.0600375637245081,-6.22861845716642
Period 4,0.6665823962141793,0.616,0.6440273477812176,-0.14719448238968225,0.06322186793706766,-2.5061934063436486
Period 5,0.6986215060465432,0.572,0.6004256965944272,0.0004390242483813811,0.07804147660383426,0.044567304714977274
Period 6,0.7033460169760981,0.528,0.5490271377368151,-0.09474860464086021,0.051091193056507174,-1.9379881141430495
Mean,0.6912697735619826,0.5573333333333333,0.5802493564854861,-0.18579671638567344,0.078535564709154,-2.7761041404837097
