,Log Loss,Accuracy,AUC,Returns,SD,SR
Period 1,0.6884786358542447,0.544,0.5500515995872033,-0.3485607096285368,0.1365859905235355,-3.0897438184211707
Period 2,0.6807657769560935,0.564,0.6200463201235202,-0.2800325145825392,0.08455218826156057,-3.8718570660240403
Period 3,0.6770234387474992,0.56,0.5777272727272726,-0.26613936551500084,0.07847828568050731,-3.9327024806432713
Period 4,0.687969131596606,0.512,0.5741276267592057,-0.2667323180891572,0.07858553699830974,-3.937645652715514
Period 5,0.6811079317886594,0.556,0.5938803002116877,-0.36667670016704956,0.10627629690449124,-4.274696170537995
Period 6,0.6770567003861975,0.58,0.5782467532467533,-0.1699543249104878,0.07299990053737491,-2.534602261033747
Mean,0.6820669358882167,0.5526666666666668,0.5823466454426073,-0.2830159888154619,0.0929130331509632,-3.6068745748959565
