,Log Loss,Accuracy,AUC,Returns,SD,SR
Period 1,0.6592692720179189,0.556,0.678784,-0.1286065636302811,0.08138297541237119,-1.6637928370182573
Period 2,0.6906512640667629,0.532,0.5446216926132359,-0.19115252436141317,0.07670071805987641,-2.748338506610456
Period 3,0.6923652975483959,0.52,0.5160190427174471,-0.20443247752924198,0.06255549714459509,-3.6522098765420186
Period 4,0.6765334363377665,0.576,0.605225988700565,-0.07049291271875979,0.0559184354287559,-1.2895560074729717
Period 5,0.6935570125326067,0.52,0.5121670081967213,-0.15471423371492476,0.06674925824912493,-2.503965919453788
Period 6,0.6932470201117917,0.472,0.4888575819672131,0.14961464430666127,0.06196566023631583,2.2996661024159386
Mean,0.6842705504358738,0.5293333333333333,0.5576125523658637,-0.09996401127465993,0.06754542408850656,-1.5930328407802588
